Name,Label,Concept,Required,Attributes,Limit,Predicate Type,Group,
DP02_0055PE,Percent!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Kindergarten,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0055PEA, DP02_0055PM, DP02_0055PMA",0,float,DP02,
DP02_0056E,Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Elementary school (grades 1-8),SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0056EA, DP02_0056M, DP02_0056MA",0,int,DP02,
DP02_0056PE,Percent!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Elementary school (grades 1-8),SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0056PEA, DP02_0056PM, DP02_0056PMA",0,float,DP02,
DP02_0057E,Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12),SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0057EA, DP02_0057M, DP02_0057MA",0,int,DP02,
DP02_0057PE,Percent!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12),SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0057PEA, DP02_0057PM, DP02_0057PMA",0,float,DP02,
DP02_0058E,Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0058EA, DP02_0058M, DP02_0058MA",0,int,DP02,
DP02_0058PE,Percent!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0058PEA, DP02_0058PM, DP02_0058PMA",0,float,DP02,
DP02_0059E,Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0059EA, DP02_0059M, DP02_0059MA",0,int,DP02,
DP02_0059PE,Percent!!EDUCATIONAL ATTAINMENT!!Population 25 years and over,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0059PEA, DP02_0059PM, DP02_0059PMA",0,int,DP02,
DP02_0060E,Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than 9th grade,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0060EA, DP02_0060M, DP02_0060MA",0,int,DP02,
DP02_0060PE,Percent!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than 9th grade,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0060PEA, DP02_0060PM, DP02_0060PMA",0,float,DP02,
DP02_0061E,"Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!9th to 12th grade, no diploma",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0061EA, DP02_0061M, DP02_0061MA",0,int,DP02,
DP02_0061PE,"Percent!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!9th to 12th grade, no diploma",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0061PEA, DP02_0061PM, DP02_0061PMA",0,float,DP02,
DP02_0062E,Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency),SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0062EA, DP02_0062M, DP02_0062MA",0,int,DP02,
DP02_0062PE,Percent!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency),SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0062PEA, DP02_0062PM, DP02_0062PMA",0,float,DP02,
DP02_0063E,"Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college, no degree",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0063EA, DP02_0063M, DP02_0063MA",0,int,DP02,
DP02_0063PE,"Percent!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college, no degree",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0063PEA, DP02_0063PM, DP02_0063PMA",0,float,DP02,
DP02_0064E,Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Associate's degree,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0064EA, DP02_0064M, DP02_0064MA",0,int,DP02,
DP02_0064PE,Percent!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Associate's degree,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0064PEA, DP02_0064PM, DP02_0064PMA",0,float,DP02,
DP02_0065E,Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0065EA, DP02_0065M, DP02_0065MA",0,int,DP02,
DP02_0065PE,Percent!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0065PEA, DP02_0065PM, DP02_0065PMA",0,float,DP02,
DP02_0066E,Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0066EA, DP02_0066M, DP02_0066MA",0,int,DP02,
DP02_0066PE,Percent!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0066PEA, DP02_0066PM, DP02_0066PMA",0,float,DP02,
DP02_0067E,Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate or higher,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0067EA, DP02_0067M, DP02_0067MA",0,int,DP02,
DP02_0067PE,Percent!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate or higher,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0067PEA, DP02_0067PM, DP02_0067PMA",0,float,DP02,
DP02_0068E,Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0068EA, DP02_0068M, DP02_0068MA",0,int,DP02,
DP02_0068PE,Percent!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0068PEA, DP02_0068PM, DP02_0068PMA",0,float,DP02,
DP02_0069E,Estimate!!VETERAN STATUS!!Civilian population 18 years and over,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0069EA, DP02_0069M, DP02_0069MA",0,int,DP02,
DP02_0069PE,Percent!!VETERAN STATUS!!Civilian population 18 years and over,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0069PEA, DP02_0069PM, DP02_0069PMA",0,int,DP02,
DP02_0070E,Estimate!!VETERAN STATUS!!Civilian population 18 years and over!!Civilian veterans,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0070EA, DP02_0070M, DP02_0070MA",0,int,DP02,
DP02_0070PE,Percent!!VETERAN STATUS!!Civilian population 18 years and over!!Civilian veterans,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0070PEA, DP02_0070PM, DP02_0070PMA",0,float,DP02,
DP02_0071E,Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0071EA, DP02_0071M, DP02_0071MA",0,int,DP02,
DP02_0071PE,Percent!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0071PEA, DP02_0071PM, DP02_0071PMA",0,int,DP02,
DP02_0072E,Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population!!With a disability,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0072EA, DP02_0072M, DP02_0072MA",0,int,DP02,
DP02_0072PE,Percent!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population!!With a disability,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0072PEA, DP02_0072PM, DP02_0072PMA",0,float,DP02,
DP02_0073E,Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0073EA, DP02_0073M, DP02_0073MA",0,int,DP02,
DP02_0073PE,Percent!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0073PEA, DP02_0073PM, DP02_0073PMA",0,int,DP02,
DP02_0074E,Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years!!With a disability,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0074EA, DP02_0074M, DP02_0074MA",0,int,DP02,
DP02_0074PE,Percent!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years!!With a disability,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0074PEA, DP02_0074PM, DP02_0074PMA",0,float,DP02,
DP02_0075E,Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0075EA, DP02_0075M, DP02_0075MA",0,int,DP02,
DP02_0075PE,Percent!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0075PEA, DP02_0075PM, DP02_0075PMA",0,int,DP02,
DP02_0076E,Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years!!With a disability,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0076EA, DP02_0076M, DP02_0076MA",0,int,DP02,
DP02_0076PE,Percent!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years!!With a disability,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0076PEA, DP02_0076PM, DP02_0076PMA",0,float,DP02,
DP02_0077E,Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0077EA, DP02_0077M, DP02_0077MA",0,int,DP02,
DP02_0077PE,Percent!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0077PEA, DP02_0077PM, DP02_0077PMA",0,int,DP02,
DP02_0078E,Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over!!With a disability,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0078EA, DP02_0078M, DP02_0078MA",0,int,DP02,
DP02_0078PE,Percent!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over!!With a disability,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0078PEA, DP02_0078PM, DP02_0078PMA",0,float,DP02,
DP02_0079E,Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0079EA, DP02_0079M, DP02_0079MA",0,int,DP02,
DP02_0079PE,Percent!!RESIDENCE 1 YEAR AGO!!Population 1 year and over,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0079PEA, DP02_0079PM, DP02_0079PMA",0,int,DP02,
DP02_0080E,Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Same house,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0080EA, DP02_0080M, DP02_0080MA",0,int,DP02,
DP02_0080PE,Percent!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Same house,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0080PEA, DP02_0080PM, DP02_0080PMA",0,float,DP02,
DP02_0081E,Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0081EA, DP02_0081M, DP02_0081MA",0,int,DP02,
DP02_0081PE,Percent!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0081PEA, DP02_0081PM, DP02_0081PMA",0,float,DP02,
DP02_0082E,Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.!!Same county,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0082EA, DP02_0082M, DP02_0082MA",0,int,DP02,
DP02_0082PE,Percent!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.!!Same county,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0082PEA, DP02_0082PM, DP02_0082PMA",0,float,DP02,
DP02_0083E,Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.!!Different county,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0083EA, DP02_0083M, DP02_0083MA",0,int,DP02,
DP02_0083PE,Percent!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.!!Different county,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0083PEA, DP02_0083PM, DP02_0083PMA",0,float,DP02,
DP02_0084E,Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.!!Different county!!Same state,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0084EA, DP02_0084M, DP02_0084MA",0,int,DP02,
DP02_0084PE,Percent!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.!!Different county!!Same state,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0084PEA, DP02_0084PM, DP02_0084PMA",0,float,DP02,
DP02_0085E,Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.!!Different county!!Different state,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0085EA, DP02_0085M, DP02_0085MA",0,int,DP02,
DP02_0085PE,Percent!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.!!Different county!!Different state,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0085PEA, DP02_0085PM, DP02_0085PMA",0,float,DP02,
DP02_0086E,Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Abroad,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0086EA, DP02_0086M, DP02_0086MA",0,int,DP02,
DP02_0086PE,Percent!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Abroad,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0086PEA, DP02_0086PM, DP02_0086PMA",0,float,DP02,
DP02_0087E,Estimate!!PLACE OF BIRTH!!Total population,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0087EA, DP02_0087M, DP02_0087MA",0,int,DP02,
DP02_0087PE,Percent!!PLACE OF BIRTH!!Total population,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0087PEA, DP02_0087PM, DP02_0087PMA",0,int,DP02,
DP02_0088E,Estimate!!PLACE OF BIRTH!!Total population!!Native,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0088EA, DP02_0088M, DP02_0088MA",0,int,DP02,
DP02_0088PE,Percent!!PLACE OF BIRTH!!Total population!!Native,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0088PEA, DP02_0088PM, DP02_0088PMA",0,float,DP02,
DP02_0089E,Estimate!!PLACE OF BIRTH!!Total population!!Native!!Born in United States,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0089EA, DP02_0089M, DP02_0089MA",0,int,DP02,
DP02_0089PE,Percent!!PLACE OF BIRTH!!Total population!!Native!!Born in United States,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0089PEA, DP02_0089PM, DP02_0089PMA",0,float,DP02,
DP02_0090E,Estimate!!PLACE OF BIRTH!!Total population!!Native!!Born in United States!!State of residence,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0090EA, DP02_0090M, DP02_0090MA",0,int,DP02,
DP02_0090PE,Percent!!PLACE OF BIRTH!!Total population!!Native!!Born in United States!!State of residence,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0090PEA, DP02_0090PM, DP02_0090PMA",0,float,DP02,
DP02_0091E,Estimate!!PLACE OF BIRTH!!Total population!!Native!!Born in United States!!Different state,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0091EA, DP02_0091M, DP02_0091MA",0,int,DP02,
DP02_0091PE,Percent!!PLACE OF BIRTH!!Total population!!Native!!Born in United States!!Different state,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0091PEA, DP02_0091PM, DP02_0091PMA",0,float,DP02,
DP02_0092E,"Estimate!!PLACE OF BIRTH!!Total population!!Native!!Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0092EA, DP02_0092M, DP02_0092MA",0,int,DP02,
DP02_0092PE,"Percent!!PLACE OF BIRTH!!Total population!!Native!!Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0092PEA, DP02_0092PM, DP02_0092PMA",0,float,DP02,
DP02_0093E,Estimate!!PLACE OF BIRTH!!Total population!!Foreign born,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0093EA, DP02_0093M, DP02_0093MA",0,int,DP02,
DP02_0093PE,Percent!!PLACE OF BIRTH!!Total population!!Foreign born,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0093PEA, DP02_0093PM, DP02_0093PMA",0,float,DP02,
DP02_0094E,Estimate!!U.S. CITIZENSHIP STATUS!!Foreign-born population,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0094EA, DP02_0094M, DP02_0094MA",0,int,DP02,
DP02_0094PE,Percent!!U.S. CITIZENSHIP STATUS!!Foreign-born population,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0094PEA, DP02_0094PM, DP02_0094PMA",0,int,DP02,
DP02_0095E,Estimate!!U.S. CITIZENSHIP STATUS!!Foreign-born population!!Naturalized U.S. citizen,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0095EA, DP02_0095M, DP02_0095MA",0,int,DP02,
DP02_0095PE,Percent!!U.S. CITIZENSHIP STATUS!!Foreign-born population!!Naturalized U.S. citizen,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0095PEA, DP02_0095PM, DP02_0095PMA",0,float,DP02,
DP02_0096E,Estimate!!U.S. CITIZENSHIP STATUS!!Foreign-born population!!Not a U.S. citizen,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0096EA, DP02_0096M, DP02_0096MA",0,int,DP02,
DP02_0096PE,Percent!!U.S. CITIZENSHIP STATUS!!Foreign-born population!!Not a U.S. citizen,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0096PEA, DP02_0096PM, DP02_0096PMA",0,float,DP02,
DP02_0097E,Estimate!!YEAR OF ENTRY!!Population born outside the United States,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0097EA, DP02_0097M, DP02_0097MA",0,int,DP02,
DP02_0097PE,Percent!!YEAR OF ENTRY!!Population born outside the United States,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0097PEA, DP02_0097PM, DP02_0097PMA",0,int,DP02,
DP02_0098E,Estimate!!YEAR OF ENTRY!!Population born outside the United States!!Native,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0098EA, DP02_0098M, DP02_0098MA",0,int,DP02,
DP02_0098PE,Percent!!YEAR OF ENTRY!!Population born outside the United States!!Native,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,not required,"DP02_0098PEA, DP02_0098PM, DP02_0098PMA",0,int,DP02,
